Loading configuration ... done.
***Starting server on port 51131 ***
Loading net-file from './mapas/super.net.xml' ... done (337ms).
Loading done.
Simulation version 1.5.0 started with time: 0.00
Step #0.00 (0ms ?*RT. ?UPS, TraCI: 3ms, vehicles TOT 1 ACT 1 BUF 0)                       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 1 BUF 0)                     
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 1 BUF 0)                     
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 1 BUF 0)                     
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 0ms, vehicles TOT 1 ACT 1 BUF 0)                     
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 1 BUF 0)                     
Step #2100.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2200.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2300.00 (0ms ?*RT. ?UPS, TraCI: 21ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2400.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2600.00 (0ms ?*RT. ?UPS, TraCI: 21ms, vehicles TOT 1 ACT 1 BUF 0)                   
Error: Answered with error to command 0xa4: Vehicle 'caminhao' is not known.

Step #2696.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 0 BUF 0)                    
Simulation ended at time: 2696.00

Reason: TraCI requested termination.

Performance: 

 Duration: 47687ms

 Real time factor: 56.5353

 UPS: 56.514354

Vehicles: 

 Inserted: 1

 Running: 0

 Waiting: 0

Statistics (avg):

 RouteLength: 31839.45

 Speed: 11.81

 Duration: 2695.00

 WaitingTime: 0.00

 TimeLoss: 1633.61

 DepartDelay: 0.00



Terminating SUMO

[GA]  Avaliado: (id=7,geracao=0,score=0.00024149871040393106)

Simulation finished

Loading configuration ... done.

***Starting server on port 51271 ***

Loading net-file from './mapas/super.net.xml' ... done (328ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

Step #0.00 (0ms ?*RT. ?UPS, TraCI: 5ms, vehicles TOT 1 ACT 1 BUF 0)                       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #600.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #700.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #800.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #900.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #1000.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1100.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1200.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1300.00 (0ms ?*RT. ?UPS, TraCI: 21ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1400.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)   
Step #1500.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1600.00 (0ms ?*RT. ?UPS, TraCI: 19ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1700.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1800.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                   
Error: Answered with error to command 0xa4: Vehicle 'caminhao' is not known.

Step #1897.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 0 BUF 0)                    
Simulation ended at time: 1897.00

Reason: TraCI requested termination.

Performance: 

 Duration: 33337ms

 Real time factor: 56.9037

 UPS: 56.873744

Vehicles: 

 Inserted: 1

 Running: 0

 Waiting: 0

Statistics (avg):

 RouteLength: 31839.45

 Speed: 16.79

 Duration: 1896.00

 WaitingTime: 0.00

 TimeLoss: 834.25

 DepartDelay: 0.00



Terminating SUMO

[GA]  Avaliado: (id=8,geracao=0,score=0.00024903881929725491)

Simulation finished

Loading configuration ... done.

***Starting server on port 51297 ***

Loading net-file from './mapas/super.net.xml' ... done (343ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

Step #0.00 (0ms ?*RT. ?UPS, TraCI: 4ms, vehicles TOT 1 ACT 1 BUF 0)                       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #600.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #700.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #800.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)    
Step #900.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #1000.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1100.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1200.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1300.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1400.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1500.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1600.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Error: Answered with error to command 0xa4: Vehicle 'caminhao' is not known.

Step #1647.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 0 BUF 0)                    
Simulation ended at time: 1647.00

Reason: TraCI requested termination.

Performance: 

 Duration: 28209ms

 Real time factor: 58.3856

 UPS: 58.350172

Vehicles: 

 Inserted: 1

 Running: 0

 Waiting: 0

Statistics (avg):

 RouteLength: 31839.45

 Speed: 19.34

 Duration: 1646.00

 WaitingTime: 0.00

 TimeLoss: 584.53

 DepartDelay: 0.00



Terminating SUMO

[GA]  Avaliado: (id=9,geracao=0,score=0.00028911106191653802)

[GA]  Completo avaliação de scores

[GA]  Geração: 0, Best geral: 0.00032458998431617649, Best Atual: 0.00032458998431617649, Média: 0.00026193680948953730

[GA]  Iniciando avaliação de scores

Simulation finished

Loading configuration ... done.

***Starting server on port 51302 ***

Loading net-file from './mapas/super.net.xml' ... done (327ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

Step #0.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 4ms, vehicles TOT 1 ACT 1 BUF 0)       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #600.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #700.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 15ms, vehicles TOT 1 ACT 1 BUF 0)    
Step #800.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #900.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #1000.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1100.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1200.00 (0ms ?*RT. ?UPS, TraCI: 24ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1300.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1400.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1600.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1700.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                   
Error: Answered with error to command 0xa4: Vehicle 'caminhao' is not known.

Step #1717.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 0 BUF 0)                    
Simulation ended at time: 1717.00

Reason: TraCI requested termination.

Performance: 

 Duration: 30620ms

 Real time factor: 56.0745

 UPS: 56.041803

Vehicles: 

 Inserted: 1

 Running: 0

 Waiting: 0

Statistics (avg):

 RouteLength: 31839.45

 Speed: 18.55

 Duration: 1716.00

 WaitingTime: 0.00

 TimeLoss: 654.50

 DepartDelay: 0.00



Terminating SUMO

[GA]  Avaliado: (id=10,geracao=1,score=0.00031161557550844082)

Simulation finished

Loading configuration ... done.

***Starting server on port 51422 ***

Loading net-file from './mapas/super.net.xml' ... done (353ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

Step #0.00 (0ms ?*RT. ?UPS, TraCI: 5ms, vehicles TOT 1 ACT 1 BUF 0)                       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #600.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #700.00 (0ms ?*RT. ?UPS, TraCI: 19ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #800.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #900.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #1000.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1100.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1200.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1300.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1400.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1500.00 (0ms ?*RT. ?UPS, TraCI: 15ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1600.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 15ms, vehicles TOT 1 ACT 1 BUF 0)   
Step #1700.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1800.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1900.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)   
Step #2000.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2100.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2300.00 (0ms ?*RT. ?UPS, TraCI: 21ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2400.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2600.00 (0ms ?*RT. ?UPS, TraCI: 21ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2700.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2800.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2900.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 19ms, vehicles TOT 1 ACT 1 BUF 0)   
Step #3000.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #3100.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)   
Error: Answered with error to command 0xa4: Vehicle 'caminhao' is not known.

Step #3142.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 0 BUF 0)                    
Simulation ended at time: 3142.00

Reason: TraCI requested termination.

Terminating SUMO

[GA]  Avaliado: (id=11,geracao=1,score=0.00030165950522236700)

Simulation finished

Performance: 

 Duration: 56065ms

 Real time factor: 56.0421

 UPS: 56.024258

Vehicles: 

 Inserted: 1

 Running: 0

 Waiting: 0

Statistics (avg):

 RouteLength: 31839.45

 Speed: 10.14

 Duration: 3141.00

 WaitingTime: 0.00

 TimeLoss: 2079.45

 DepartDelay: 0.00



Loading configuration ... done.

***Starting server on port 51463 ***

Loading net-file from './mapas/super.net.xml' ... done (325ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

Step #0.00 (0ms ?*RT. ?UPS, TraCI: 5ms, vehicles TOT 1 ACT 1 BUF 0)                       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #600.00 (0ms ?*RT. ?UPS, TraCI: 19ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #700.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #800.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #900.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #1000.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1100.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1200.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1300.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1400.00 (0ms ?*RT. ?UPS, TraCI: 19ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1600.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1700.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1800.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                   
Error: Answered with error to command 0xa4: Vehicle 'caminhao' is not known.

Step #1885.00 (0ms ?*RT. ?UPS, TraCI: 0ms, vehicles TOT 1 ACT 0 BUF 0)                    
Simulation ended at time: 1885.00

Reason: TraCI requested termination.

Performance: 

 Duration: 34079ms

 Real time factor: 55.3127

 UPS: 55.283312

Vehicles: 

 Inserted: 1

 Running: 0

 Waiting: 0

Statistics (avg):

 RouteLength: 31839.45

 Speed: 16.90

 Duration: 1884.00

 WaitingTime: 0.00

 TimeLoss: 822.33

 DepartDelay: 0.00



Terminating SUMO

[GA]  Avaliado: (id=12,geracao=1,score=0.00023889395161072962)

Simulation finished

Loading configuration ... done.

***Starting server on port 51488 ***

Loading net-file from './mapas/super.net.xml' ... done (342ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

Step #0.00 (0ms ?*RT. ?UPS, TraCI: 5ms, vehicles TOT 1 ACT 1 BUF 0)                       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 18ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #600.00 (0ms ?*RT. ?UPS, TraCI: 21ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #700.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #800.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #900.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #1000.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1100.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1200.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1300.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Error: Answered with error to command 0xa4: Vehicle 'caminhao' is not known.

Step #1430.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 0 BUF 0)                    
Simulation ended at time: 1430.00

Reason: TraCI requested termination.

Performance: 

 Duration: 24512ms

 Real time factor: 58.3388

 UPS: 58.297977

Vehicles: 

 Inserted: 1

 Running: 0

 Waiting: 0

Statistics (avg):

 RouteLength: 31839.45

 Speed: 22.28

 Duration: 1429.00

 WaitingTime: 0.00

 TimeLoss: 367.09

 DepartDelay: 0.00



Terminating SUMO

[GA]  Avaliado: (id=13,geracao=1,score=0.00029079326041554191)

Simulation finished

Loading configuration ... done.

***Starting server on port 51493 ***

Loading net-file from './mapas/super.net.xml' ... done (324ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

Step #0.00 (0ms ?*RT. ?UPS, TraCI: 4ms, vehicles TOT 1 ACT 1 BUF 0)                       
Step #100.00 (0ms ?*RT. ?UPS, TraCI: 22ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #300.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #400.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #600.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #700.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #800.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #900.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                    
Step #1000.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1100.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1200.00 (1ms ~= 1000.00*RT, ~1000.00UPS, TraCI: 19ms, vehicles TOT 1 ACT 1 BUF 0)   
Step #1300.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1400.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1500.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1600.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1700.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1800.00 (0ms ?*RT. ?UPS, TraCI: 20ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #1900.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2000.00 (0ms ?*RT. ?UPS, TraCI: 21ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2100.00 (0ms ?*RT. ?UPS, TraCI: 19ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2200.00 (0ms ?*RT. ?UPS, TraCI: 16ms, vehicles TOT 1 ACT 1 BUF 0)                   
Step #2300.00 (0ms ?*RT. ?UPS, TraCI: 17ms, vehicles TOT 1 ACT 1 BUF 0)                   
Error: Answered with error to command 0xa4: Vehicle 'caminhao' is not known.

Step #2341.00 (0ms ?*RT. ?UPS, TraCI: 1ms, vehicles TOT 1 ACT 0 BUF 0)                    
Simulation ended at time: 2341.00

Reason: TraCI requested termination.

Terminating SUMO

[GA]  Avaliado: (id=14,geracao=1,score=0.00033807818569927037)

Simulation finished

Performance: 

 Duration: 41650ms

 Real time factor: 56.2065

 UPS: 56.182473

Vehicles: 

 Inserted: 1

 Running: 0

 Waiting: 0

Statistics (avg):

 RouteLength: 31839.45

 Speed: 13.61

 Duration: 2340.00

 WaitingTime: 0.00

 TimeLoss: 1278.58

 DepartDelay: 0.00



Loading configuration ... done.

***Starting server on port 51511 ***

Loading net-file from './mapas/super.net.xml' ... done (325ms).

Loading done.

Simulation version 1.5.0 started with time: 0.00

